2390;Si hay Dios;Alejandro Sanz;Balada;Español
2023;Solo se me ocurre amarte;Alejandro Sanz;Balada;Español
1738;Quisiera ser;Alejandro Sanz;Pop;Español
1653;Me iré;Alejandro Sanz;Balada;Español
1490;No es lo mismo;Alejandro Sanz;Pop;Español
1416;Con el alma en el aire;Alejandro Sanz;Balada;Español
989;Los dos cogidos de la mano;Alejandro Sanz;Balada;Español
917;Cuando nadie me ve;Alejandro Sanz;Balada;Español
715;Si tú me miras;Alejandro Sanz;Balada;Español
714;Pisando fuerte;Alejandro Sanz;Balada;Español
689;Aprendiz;Alejandro Sanz;Balada;Español
678;Amiga mía;Alejandro Sanz;Balada;Español
461;La fuerza del corazón;Alejandro Sanz;Balada;Español
353;Mi soledad y yo;Alejandro Sanz;Balada;Español
347;Lo ves;Alejandro Sanz;Balada;Español
60;Ella;Alejandro Sanz;Balada;Español
34;Corazón parti´o;Alejandro Sanz;Balada;Español
6504;A que no me dejas;Alejandro Sanz,Alejandro Fernández;Balada;Español
6035;Peleita;Alejandro Sanz,Calle 13;Pop;Español
4327;Lola Soledad;Alejandro Sanz,Joaquín Sabina;Balada;Español
7051;Deja que te bese;Alejandro Sanz,Marc Anthony;Pop;Español
2842;Te lo agradezco pero no;Alejandro Sanz,Shakira;Bolero;Español
5241;Una noche más;Alejandro Sanz,The Corrs;Balada;Español
5864;De noche en la ciudad;Aleks Syntek;Pop;Español
5124;La tormenta;Aleks Syntek;Pop;Español
3520;Intocable;Aleks Syntek;Balada;Español
3445;Volverte a ver;Aleks Syntek;Pop;Español
2892;Sexo pudor y lágrimas;Aleks Syntek;Balada;Español
2395;Tú necesitas;Aleks Syntek;Pop;Español
1809;Te soñé;Aleks Syntek;Balada;Español
1537;Duele el amor;Aleks Syntek,Ana Torroja;Balada;Español
8186;Tan cerquita;Aleks Syntek,Cristian Castro;Balada;Español
5120;Hay un límite;Aleste;Balada;Español
7456;Mi razón;Alex Bueno;Bachata;Español
6275;Jardín prohibido;Alex Bueno;Salsa;Español
7888;Te quiero;Alex Campos;Cristiana;Español
7854;Me dijo;Alex Campos;Cristiana;Español
7847;Lenguaje de amor;Alex Campos;Cristiana;Español
7821;Derroche de amor;Alex Campos;Cristiana;Español
6926;Tan lejos tan cerca;Alex Campos;Cristiana;Español
6917;Sueño de morir;Alex Campos;Cristiana;Español
6860;Prefiero;Alex Campos;Cristiana;Español
6664;El sonido del silencio;Alex Campos;Cristiana;Español
6595;Cómo el color de la sangre;Alex Campos;Cristiana;Español
6538;Amigos;Alex Campos;Cristiana;Español
6463;Tu poeta;Alex Campos;Cristiana;Español
6456;Tu amistad me hace bien;Alex Campos;Cristiana;Español
6448;Te vengo a decir;Alex Campos;Cristiana;Español
6334;Me robaste el corazón;Alex Campos;Cristiana;Español
6251;Fruta prohibida;Alex Campos;Cristiana;Español
6199;Dije adiós;Alex Campos;Cristiana;Español
6110;Al taller del Maestro;Alex Campos;Cristiana;Español
7881;Si estoy contigo;Alex Campos,Barak;Cristiana;Español
8469;Mi abuelo vino a visitarme;Alex Fernández;Ranchera;Español
7633;El tiempo no perdona;Alex Fernández;Balada;Español
4541;Si me pudieras querer;Alex Ibarra;Balada;Español
1539;Ese silencio;Alex Ibarra;Balada;Español
7740;Muriendo por tu amor;Alex Matos;Salsa;Español
7024;Amor perfecto;Alex Matos;Salsa;Español
7557;Míranos;Alex Ubago;Balada;Español
5941;Sabes;Alex Ubago;Balada;Español
5910;Ella vive en mí;Alex Ubago;Balada;Español
5863;Dame tu aire;Alex Ubago;Balada;Español
5228;Siempre en mi mente;Alex Ubago;Balada;Español
4049;Viajar contigo;Alex Ubago;Balada;Español
3677;Me arrepiento;Alex Ubago;Balada;Español
2803;Aunque no te pueda ver;Alex Ubago;Balada;Español
1640;A gritos de esperanza;Alex Ubago;Balada;Español
1529;Qué pides tú;Alex Ubago;Balada;Español
904;Sin miedo a nada;Alex Ubago;Balada;Español
6310;Lo que consumo;Alex Zurdo;Cristiana;Español
4721;La canción del pescado;Alex,Jorge y Lena;Pop;Español
4419;Estar contigo;Alex,Jorge y Lena;Balada;Español
3930;Mujeres;Alexander Acha;Balada;Español
5789;Quitémonos la ropa;Alexandre Pires;Pop;Español
5770;En el silencio negro de la noche;Alexandre Pires;Balada;Español
3310;Necesidad (besar esa boca);Alexandre Pires;Balada;Español
2058;Cuando acaba el placer;Alexandre Pires;Balada;Español
1609;Es por amor;Alexandre Pires;Balada;Español
1220;Ámame;Alexandre Pires;Balada;Español
929;Usted se me llevó la vida;Alexandre Pires;Balada;Español
6967;Una en un millón;Alexis & Fido;Reggaeton;Español
6014;Eso eh;Alexis & Fido;Reggaeton;Español
5990;Súbete;Alexis & Fido;Reggaeton;Español
5884;La ex;Alexis & Fido;Reggaeton;Español
5851;5 letras;Alexis & Fido;Reggaeton;Español
5715;Donde estés llegaré;Alexis & Fido;Reggaeton;Español
5322;Rompe la cintura;Alexis & Fido;Reggaeton;Español
3191;Soy igual que tú;Alexis & Fido;Reggaeton;Español
5909;El tiburón;Alexis & Fido,Baby Ranks;Reggaeton;Español
4658;Contéstame el teléfono;Alexis & Fido,Flex;Reggaeton;Español
5341;Tu imagen se queda;Alfonso Larada;Balada;Español
3539;Solo un amor en tu vida;Alfonso Pahino;Balada;Español
3141;Soy gitano;Alfonso Pahino;Balada;Español
368;Chulla quiteño;Alfredo Carpio;Pasacalle;Español
7932;El diario de un borracho;Alfredo Gutiérrez;Cumbia;Español
4812;Dos mujeres;Alfredo Gutiérrez;Cumbia;Español
3054;Anhelos;Alfredo Gutiérrez;Vallenato;Español
7058;Empire State of Mind;Alicia Keys;Balada;Inglés
5972;Falling;Alicia Keys;Pop;Inglés
5914;How come you don't call me;Alicia Keys;Pop;Inglés
5773;If I was your woman;Alicia Keys;Pop;Inglés
5725;Jane Doe;Alicia Keys;Pop;Inglés
5622;If I ain't got you;Alicia Keys;Pop;Inglés
5551;A woman's worth;Alicia Keys;Pop;Inglés
5207;No one;Alicia Keys;Pop;Inglés
8559;El juguete;Alicia Villarreal;Ranchera;Español
7883;Si quieres saber;Alicia Villarreal;Tex Mex;Español
7781;Te quedó grande la yegua;Alicia Villarreal;Ranchera;Español
7460;Mírame;Alicia Villarreal;Tex Mex;Español
5724;Insensible a ti;Alicia Villarreal;Ranchera;Español
2487;Soy así;Alicia Villarreal;Pop;Español
2318;El ladrón;Alicia Villarreal;Cumbia;Español
5930;Nos podemos escapar;Alix Bauer;Balada;Español
6966;Una cita;Alkilados;Reggaeton;Español
5890;Mona lisa;Alkilados;Pop;Español
4804;Atrévete a mirarme de frente;Alma Bella;Cumbia;Español
2503;Antología de caricias;Altamira Banda Show;Bachata;Español
6282;La culpable;Álvaro Dávila;Balada;Español
7181;Sofía;Álvaro Soler;Pop;Español
6658;El mismo sol;Álvaro Soler;Pop;Español
5873;El último romántico;Álvaro Torres;Balada;Español
5866;De qué me sirve quererte;Álvaro Torres;Balada;Español
3378;Nada se compara contigo;Álvaro Torres;Balada;Español
3220;Hazme olvidarla;Álvaro Torres;Ranchera;Español
1535;De punta a punta;Álvaro Torres;Balada;Español
7699;Ya me cansé;Alzate;Corrido;Español
7501;3 días de tusa;Alzate;Corrido;Español
7309;Ahora resulta;Alzate;Corrido;Español
7263;Ni que fueras la más buena;Alzate;Corrido;Español
7260;Mujer de todos;Alzate;Corrido;Español
7197;Y tú;Alzate;Corrido;Español
7196;Y ahora resulta;Alzate;Corrido;Español
7195;Voy agarrar carretera;Alzate;Corrido;Español
7151;Me dedico a beber;Alzate;Corrido;Español
7132;El desquite;Alzate;Corrido;Español
7115;Borracho de celos;Alzate;Corrido;Español
7074;Maldita traición;Alzate;Ranchera;Español
7025;Amor verdadero;Alzate;Corrido;Español
7001;100 metros;Amaia Montero;Balada;Español
6619;Darte mi vida;Amaia Montero;Balada;Español
